goal	rule	score
p4(a94, X13)	p4(a94, a34)	0
p6(a24, X43, X53)	p6(a24, a3, a12)	0
p6(a24, X412, X512)	p6(a24, X29, a81)	0
p4(X411, X111)	p4(a26, a51)	0
p6(a24, X45, X55)	p6(a24, X62, a61)	0
p6(a24, X47, X57)	p6(a24, X76, a21)	0
p6(a24, X48, X58)	p6(a24, a0, a20)	0
p6(a24, X44, X54)	p6(a24, a52, a64)	0
p4(X40, X3)	p4(a98, a48)	0
p4(X65, X15)	p4(a13, a21)	0
p4(X613, X113)	p4(a14, a1)	0
p4(X44, X14)	p4(a27, a83)	0
p9(a93)	p9(X6) :- p4(X4, X1), p9(X1), p1(X4, X9, X7), p4(X6, X1)	0
p6(a24, X412, X512)	p6(a24, a4, a52)	0
p6(a24, X45, X55)	p6(a24, a0, a87)	0
p6(a24, a10, X63)	p6(a24, a10, a45)	0
p0(X44, X74)	p0(a23, a59)	0
p6(a24, a81, X69)	p6(a24, a81, a16)	0
p4(X44, X14)	p4(a44, a0)	0
p6(a24, X45, X55)	p6(a24, a10, a30)	0
p6(a93, X62, X52)	p6(a93, a24, a0)	0
p6(a24, X413, X513)	p6(a24, a31, a19)	0
p8(X413, X713)	p8(a13, a55)	0
p6(a24, a0, X69)	p6(a24, a0, a12)	0
p8(X213, X213)	p8(a17, a17)	0
p4(X43, X13)	p4(a25, a12)	0
p6(a24, a0, X63)	p6(a24, a0, a10)	0
p6(a24, X44, X54)	p6(a24, a10, a16)	0
p4(a45, X13)	p4(a45, a0)	0
p4(X613, X113)	p4(a91, a39)	0
p4(X411, X111)	p4(a45, a61)	0
p6(a24, X48, X58)	p6(a24, a46, a64)	0
p6(a93, X64, X54)	p6(a93, a26, a12)	0
p6(a24, a16, X68)	p6(a24, a16, a45)	0
p6(a24, X412, X512)	p6(a24, a29, a54)	0
p8(X44, X74)	p8(a61, a0)	0
p4(a15, X112)	p4(a15, a93)	0
p6(a24, X710, X68)	p6(a24, X710, a41)	0
p6(a77, X612, X812)	p6(a77, a29, a92)	0
p3(a3, a23)	p3(X6, X5) :- p6(a93, X6, X5), p0(X5, X6)	0
p8(X21, X21)	p8(a28, a28)	0
p4(X65, X15)	p4(a34, a68)	0
p6(a24, X44, X54)	p6(a24, X61, a17)	0
p4(a5, X14)	p4(a5, a21)	0
p4(X410, X110)	p4(a85, a10)	0
p4(X411, X111)	p4(a27, a89)	0
p6(a24, a38, X62)	p6(a24, a38, a88)	0
p6(a24, X45, X55)	p6(a24, a87, a33)	0
p6(a24, a15, X61)	p6(a24, a15, a7)	0
p6(a24, a86, X210)	p6(a24, a86, a1)	0
p4(X49, X19)	p4(a10, a42)	0
p6(a24, X413, X513)	p6(a24, a87, a27)	0
p6(a24, X48, X58)	p6(a24, a88, a47)	0
p4(X43, X13)	p4(a10, a40)	0
p4(X412, X112)	p4(a25, a18)	0
p6(a24, X45, X55)	p6(a24, a85, a11)	0
p3(a0, a52)	p3(X5, X4) :- p3(X5, X7), p5(X5, X7), p3(X6, X5), p6(a24, X4, X5)	0
p4(X411, X111)	p4(a44, a51)	0
p4(X64, X14)	p4(a39, a93)	0
p6(a24, X45, X55)	p6(a24, a47, a82)	0
p4(X613, X113)	p4(a97, a28)	0
p4(X65, X15)	p4(a17, a0)	0
p6(a24, X45, X55)	p6(a24, a99, a11)	0
p6(a24, X45, X55)	p6(a24, a82, a0)	0
p6(a24, a1, X63)	p6(a24, a1, a88)	0
p4(X44, X14)	p4(a14, a10)	0
p6(a24, X413, X513)	p6(a24, X611, a18)	0
p4(X43, a51)	p4(a45, a51)	0
p4(X65, X15)	p4(a14, a21)	0
p6(a24, X45, X55)	p6(a24, a7, a33)	0
p5(a45, a13)	p5(X7, X5) :- p1(X7, X2, X5)	0
p4(X43, X13)	p4(a85, a1)	0
p6(a24, X48, X58)	p6(a24, X77, a61)	0
p3(a0, a24)	p3(X6, X5) :- p6(a93, X6, X5), p0(X5, X6)	0
p6(a24, X44, X54)	p6(a24, a90, a38)	0
p4(a38, X13)	p4(a38, a40)	0
p4(X412, X112)	p4(a81, a53)	0
p6(a24, a13, X69)	p6(a24, a13, a28)	0
p6(a24, X45, X55)	p6(a24, a32, a33)	0
p4(X62, X12)	p4(a21, a28)	0
p8(X48, X78)	p8(a74, a29)	0
p6(a24, X411, X511)	p6(a24, a0, a38)	0
p4(a45, X13)	p4(a45, a32)	0
p6(a24, X413, X513)	p6(a24, a14, a90)	0
p4(X43, X13)	p4(a81, a14)	0
p0(X42, X72)	p0(a17, a12)	0
p6(a24, X48, X58)	p6(a24, a18, a42)	0
p6(a24, X412, X512)	p6(a24, X711, a51)	0
p4(X63, X13)	p4(a16, a13)	0
p4(X613, X113)	p4(a29, a62)	0
p6(a24, X411, X511)	p6(a24, a16, a14)	0
p6(a24, X45, X55)	p6(a24, a18, a5)	0
p4(X411, a0)	p4(a65, a0)	0
p4(X613, X113)	p4(a1, a15)	0
p4(X49, X19)	p4(a57, a21)	0
p6(a24, X48, X58)	p6(a24, a3, a0)	0
p4(X613, X113)	p4(a81, a0)	0
p6(a24, X48, X58)	p6(a24, a41, a46)	0
p6(a24, X43, X53)	p6(a24, a21, a71)	0
p6(a24, a85, X69)	p6(a24, a85, a14)	0
p6(a24, X45, X55)	p6(a24, a81, a64)	0
p4(X412, X112)	p4(a27, a93)	0
p6(a93, X61, X51)	p6(a93, a44, a14)	0
p8(X48, X78)	p8(a88, a14)	0
p4(a97, X0)	p4(X5, X5) :- p7(X5, a57), p2(X5, a0)	0
p4(X49, X19)	p4(a14, a18)	0
p6(a24, X43, X53)	p6(a24, a47, a5)	0
p6(a24, X45, X55)	p6(a24, a15, a92)	0
p6(a24, X413, X513)	p6(a24, a44, a38)	0
p4(a99, X0)	p4(X5, X5) :- p7(X5, a57), p2(X5, a0)	0
p4(a97, X14)	p4(a97, a58)	0
p6(a24, X412, X512)	p6(a24, a64, a30)	0
p6(a24, X45, X55)	p6(a24, a90, a1)	0
p6(a24, a45, X610)	p6(a24, a45, a85)	0
p6(a24, X45, X55)	p6(a24, a28, a27)	0
p4(X412, X112)	p4(a12, a34)	0
p4(X411, X111)	p4(a0, a24)	0
p6(a93, X610, X510)	p6(a93, a16, a84)	0
p4(X43, a1)	p4(a94, a1)	0
p6(a24, X45, X55)	p6(a24, X62, a91)	0
p4(X65, X15)	p4(a42, a26)	0
p4(X65, X15)	p4(a61, a51)	0
p6(a24, X46, X56)	p6(a24, a15, a27)	0
p6(a24, a1, X63)	p6(a24, a1, a7)	0
p6(a24, X45, X55)	p6(a24, a60, a57)	0
p4(X412, X112)	p4(a29, a32)	0
p6(a24, X45, X55)	p6(a24, a81, a12)	0
p4(X43, X13)	p4(a14, a42)	0
p4(a80, X112)	p4(a80, a85)	0
p6(a24, a16, X64)	p6(a24, a16, a26)	0
p4(X411, X111)	p4(a60, a34)	0
p8(X210, X210)	p8(a69, a69)	0
p6(a24, X48, X58)	p6(a24, a88, a3)	0
p4(X412, X112)	p4(a88, a65)	0
p8(X413, X713)	p8(a20, a10)	0
p6(a24, X45, X55)	p6(a24, a63, a32)	0
p4(a87, X19)	p4(a87, a40)	0
p6(a24, X45, X55)	p6(a24, a71, a10)	0
p6(a24, X413, X513)	p6(a24, a5, a52)	0
p4(X44, X14)	p4(a87, a10)	0
p4(X613, X113)	p4(a17, a26)	0
p6(a24, X410, X510)	p6(a24, a16, a46)	0
p6(a24, X412, X512)	p6(a24, a0, a61)	0
p6(a24, X412, X512)	p6(a24, a5, a81)	0
p4(X613, X113)	p4(a45, a96)	0
p6(a24, X45, X55)	p6(a24, a19, a81)	0
p4(a28, X14)	p4(a28, a46)	0
p4(X43, a10)	p4(a38, a10)	0
p4(X412, X112)	p4(a41, a96)	0
p6(a24, a81, X610)	p6(a24, a81, a26)	0
p6(a24, a16, X62)	p6(a24, a16, a87)	0
p6(a24, X43, X53)	p6(a24, a0, a90)	0
p8(X412, X712)	p8(a20, a10)	0
p6(a24, X45, X55)	p6(a24, X74, a57)	0
p9(a68)	p9(X5) :- p9(X5), p7(X5, X0)	0
p6(a24, X412, X512)	p6(a24, X69, a24)	0
p6(a24, X43, X53)	p6(a24, a99, a30)	0
p4(X611, X111)	p4(a13, a31)	0
p4(X44, X14)	p4(a57, a61)	0
p4(a31, X13)	p4(a31, a46)	0
p6(a24, a38, X64)	p6(a24, a38, a88)	0
p3(a81, a83)	p3(X6, X5) :- p6(a93, X6, X5), p0(X5, X6)	0
p6(a24, a60, X69)	p6(a24, a60, a60)	0
p6(a24, X45, X55)	p6(a24, a67, a42)	0
p4(X49, X19)	p4(a5, a85)	0
p6(a24, a15, X63)	p6(a24, a15, a57)	0
p6(a24, X410, X510)	p6(a24, a14, a16)	0
p6(a24, a16, X63)	p6(a24, a16, a38)	0
p4(X613, X113)	p4(a42, a89)	0
p6(a24, X76, X64)	p6(a24, X76, a26)	0
p4(X612, X112)	p4(a1, a27)	0
p6(a24, X48, X58)	p6(a24, a19, a36)	0
p6(a24, X45, X55)	p6(a24, a57, a22)	0
p4(X44, X14)	p4(a96, a30)	0
p4(a0, X111)	p4(a0, a10)	0
p6(a24, a13, X63)	p6(a24, a13, a5)	0
p6(a24, X45, X55)	p6(a24, a10, a18)	0
p8(X21, X21)	p8(a95, a95)	0
p4(X412, X112)	p4(a1, a53)	0
p4(X43, a0)	p4(a60, a0)	0
p6(a24, X413, X513)	p6(a24, a61, a56)	0
p6(a24, X413, X513)	p6(a24, a14, a0)	0
p6(a24, X413, X513)	p6(a24, a29, a83)	0
p6(a24, X413, X513)	p6(a24, a29, a68)	0
p6(a24, X45, X55)	p6(a24, a96, a99)	0
p6(a24, X48, X58)	p6(a24, a0, a12)	0
p6(a24, X413, X513)	p6(a24, a52, a0)	0
p6(a24, X44, X54)	p6(a24, a11, a15)	0
p6(a24, X44, X54)	p6(a24, a36, a32)	0
p6(a24, a13, X61)	p6(a24, a13, a32)	0
p6(a24, X413, X513)	p6(a24, X610, a97)	0
p4(X411, X111)	p4(a45, a81)	0
p6(a24, X711, a0)	p6(a24, X711, a0)	0
p4(X65, X15)	p4(a69, a24)	0
p6(a24, X411, X511)	p6(a24, X710, a28)	0
p6(a24, X45, X55)	p6(a24, a44, a20)	0
p6(a93, X63, X53)	p6(a93, a17, a30)	0
p4(X65, X15)	p4(a31, a62)	0
p6(a24, X413, X513)	p6(a24, a25, a10)	0
p6(a24, X412, X512)	p6(a24, a57, a92)	0
p6(a24, a3, X62)	p6(a24, a3, a28)	0
p6(a24, X46, X56)	p6(a24, a15, a10)	0
p6(a24, X43, X53)	p6(a24, a15, a20)	0
p4(X412, X112)	p4(a4, a53)	0
p4(X412, X112)	p4(a57, a58)	0
p6(a77, X63, X83)	p6(a77, a30, a34)	0
p4(X65, X15)	p4(a26, a0)	0
p1(a28, X0, X1)	p1(X3, a76, a20) :- p5(X3, X2), p8(X2, X2), p9(X3)	0
p6(a24, X45, X55)	p6(a24, a32, a61)	0
p6(a24, X413, X513)	p6(a24, a10, a1)	0
p6(a24, X412, X512)	p6(a24, a61, a52)	0
p4(X47, X17)	p4(a14, a45)	0
p4(X64, X14)	p4(a39, a20)	0
p4(X47, X17)	p4(a25, a11)	0
p6(a24, X45, X55)	p6(a24, a85, a15)	0
p1(X813, a20, X813)	p1(a9, a20, a9)	0
p4(X44, X14)	p4(a12, a32)	0
p6(a24, X45, X55)	p6(a24, a7, a1)	0
p3(a90, X0)	p3(X6, X5) :- p6(a93, X6, X5), p0(X5, X6)	0
p4(X65, X15)	p4(a49, a12)	0
p6(a24, X45, X55)	p6(a24, a32, a67)	0
p6(a24, X72, X6)	p6(a24, X72, a1)	0
p6(a24, X413, X513)	p6(a24, a86, a20)	0
p4(a11, X111)	p4(a11, a47)	0
p4(X43, X13)	p4(a10, a38)	0
p6(a24, X44, X54)	p6(a24, a46, a36)	0
p4(X64, X14)	p4(a14, a24)	0
p6(a24, a46, X610)	p6(a24, a46, a38)	0
p4(X411, X111)	p4(a21, a45)	0
p9(a24)	p9(X0) :- p7(a14, X0)	0
p6(a24, a0, X69)	p6(a24, a0, a25)	0
p6(a24, X43, X53)	p6(a24, a33, a34)	0
p4(X411, X111)	p4(a7, a45)	0
p6(a24, X413, X513)	p6(a24, a67, a61)	0
p4(X611, X111)	p4(a62, a39)	0
p6(a24, X69, X611)	p6(a24, X69, a65)	0
p6(a24, a0, X62)	p6(a24, a0, a26)	0
p1(a47, X0, X1)	p1(X3, a76, a20) :- p5(X3, X2), p8(X2, X2), p9(X3)	0
p6(a24, X413, X513)	p6(a24, a63, a46)	0
p0(X44, X74)	p0(a4, a0)	0
p6(a24, X411, X511)	p6(a24, a14, a20)	0
p4(X412, X112)	p4(a5, a58)	0
p6(a24, a13, X63)	p6(a24, a13, a25)	0
p4(X411, X111)	p4(a10, a85)	0
p6(a24, a45, X61)	p6(a24, a45, a41)	0
p4(X43, X13)	p4(a81, a47)	0
p4(X65, X15)	p4(a47, a34)	0
p6(a24, a65, X69)	p6(a24, a65, a10)	0
p4(X611, X111)	p4(a79, a39)	0
p6(a24, X413, X513)	p6(a24, a10, a38)	0
p4(X43, X13)	p4(a38, a85)	0
p4(X411, a21)	p4(a44, a21)	0
p6(a24, X413, X513)	p6(a24, a68, a83)	0
p6(a77, X613, X813)	p6(a77, a21, a23)	0
p6(a24, X48, X58)	p6(a24, a1, a52)	0
p6(a24, X413, X513)	p6(a24, a16, a70)	0
p6(a24, X45, X55)	p6(a24, a12, a41)	0
p6(a24, X610, X611)	p6(a24, X610, a60)	0
p6(a24, X413, X513)	p6(a24, a45, a51)	0
p6(a24, X412, X512)	p6(a24, a5, a18)	0
p8(X21, X21)	p8(a54, a54)	0
p4(X43, X13)	p4(a57, a27)	0
p4(a14, X112)	p4(a14, a89)	0
p4(a29, a85)	p4(a29, a85)	0
p4(X613, X113)	p4(a10, a30)	0
p8(X47, X77)	p8(a93, a0)	0
p4(X47, X17)	p4(a12, a96)	0
p1(X812, a20, X812)	p1(a29, a20, a29)	0
p4(X43, X13)	p4(a87, a40)	0
p4(X64, X14)	p4(a0, a24)	0
p6(a24, X413, X513)	p6(a24, a85, a56)	0
p6(a24, X45, X55)	p6(a24, a47, a46)	0
p6(a24, X411, X511)	p6(a24, a32, a13)	0
p6(a24, X45, X55)	p6(a24, a46, a0)	0
p6(a24, X413, X513)	p6(a24, a5, a38)	0
p6(a93, X62, X52)	p6(a93, a17, a30)	0
p4(X65, X15)	p4(a76, a31)	0
p4(X411, a21)	p4(a28, a21)	0
p4(X65, X15)	p4(a65, a66)	0
p6(a24, X48, X58)	p6(a24, a1, a0)	0
p4(X65, X15)	p4(a12, a80)	0
p4(X65, X15)	p4(a38, a93)	0
p4(X611, X111)	p4(a21, a96)	0
p4(X613, X113)	p4(a98, a46)	0
p4(X611, X111)	p4(a62, a27)	0
p4(X43, X13)	p4(a27, a28)	0
p6(a24, X46, X56)	p6(a24, a0, a64)	0
p8(X411, X711)	p8(a23, a44)	0
p4(X65, X15)	p4(a65, a18)	0
p6(a24, X47, X57)	p6(a24, X64, a13)	0
p6(a24, X412, X512)	p6(a24, X29, a30)	0
p6(a24, a90, X62)	p6(a24, a90, a4)	0
p6(a24, X413, X513)	p6(a24, a44, a31)	0
p6(a24, X412, X512)	p6(a24, a36, a10)	0
p6(a24, X45, X55)	p6(a24, a11, a91)	0
p6(a24, X413, X513)	p6(a24, a67, a34)	0
p4(X43, X13)	p4(a38, a65)	0
p4(X49, X19)	p4(a7, a14)	0
p7(a31, a11)	p7(X4, X8) :- p1(X0, X8, X4)	0
p6(a24, a15, X69)	p6(a24, a15, a21)	0
p6(a24, X45, X55)	p6(a24, a25, a99)	0
p6(a24, a99, a38)	p6(a24, a99, a38)	0
p4(X49, X19)	p4(a60, a28)	0
p6(a24, X411, X511)	p6(a24, a46, a80)	0
p6(a24, X412, X512)	p6(a24, X69, a13)	0
p4(X47, X17)	p4(a87, a91)	0
p4(X613, X113)	p4(a98, a34)	0
p6(a24, X45, X55)	p6(a24, a26, a81)	0
p4(X411, X111)	p4(a38, a11)	0
p0(X42, X72)	p0(a64, a10)	0
p4(X64, X14)	p4(a33, a57)	0
p4(X411, X111)	p4(a29, a0)	0
p4(X47, X17)	p4(a21, a96)	0
p6(a24, X43, X53)	p6(a24, a15, a11)	0
p6(a24, X44, X54)	p6(a24, a38, a20)	0
p6(a24, a0, X62)	p6(a24, a0, a11)	0
p4(X611, X111)	p4(a62, a45)	0
p6(a24, X413, X513)	p6(a24, a40, a41)	0
p4(X613, X113)	p4(a11, a15)	0
p6(a24, X48, X58)	p6(a24, a41, a32)	0
p4(X412, X112)	p4(a27, a1)	0
p6(a24, X412, X512)	p6(a24, a16, a27)	0
p4(a71, X112)	p4(a71, a10)	0
p6(a24, X44, X54)	p6(a24, X61, a3)	0
p4(X43, X13)	p4(a7, a21)	0
p4(X65, X15)	p4(a85, a31)	0
p3(a0, a2)	p3(X5, X4) :- p3(X5, X7), p5(X5, X7), p3(X6, X5), p6(a24, X4, X5)	0
p4(X412, X112)	p4(a81, a18)	0
p4(X43, X13)	p4(a12, a65)	0
p8(X22, X22)	p8(a17, a17)	0
p6(a24, X45, X55)	p6(a24, a32, a64)	0
p4(X412, X112)	p4(a7, a24)	0
p4(X613, X113)	p4(a0, a46)	0
p4(X411, X111)	p4(a14, a20)	0
p6(a24, X413, X513)	p6(a24, a22, a47)	0
p6(a24, X45, X55)	p6(a24, a29, a32)	0
p4(X43, X13)	p4(a27, a65)	0
p4(a99, X13)	p4(a99, a91)	0
p9(a14)	p9(X8) :- p4(X8, X6), p1(X8, a20, X8), p6(a77, X6, X8)	0
p6(a24, X411, X511)	p6(a24, a1, a71)	0
p4(X0, a45)	p4(X5, X5) :- p7(X5, a57), p2(X5, a0)	0
p6(a24, a27, X62)	p6(a24, a27, a45)	0
p6(a24, a54, a10)	p6(a24, a54, a10)	0
p6(a24, X413, X513)	p6(a24, a57, a5)	0
p6(a93, X62, X52)	p6(a93, a21, a2)	0
p9(a92)	p9(X0) :- p7(a14, X0)	0
p4(X64, X14)	p4(a65, a38)	0
p6(a24, X413, X513)	p6(a24, X210, a41)	0
p4(X43, X13)	p4(a29, a85)	0
p4(X412, X112)	p4(a57, a42)	0
p4(X613, X113)	p4(a14, a58)	0
p4(X412, X112)	p4(a29, a61)	0
p4(X613, X113)	p4(a87, a15)	0
p4(X613, X113)	p4(a94, a46)	0
p6(a24, X710, X69)	p6(a24, X710, a94)	0
p4(X44, X14)	p4(a44, a18)	0
p4(X44, X14)	p4(a25, a26)	0
p6(a24, X413, X513)	p6(a24, a90, a36)	0
p0(X44, X74)	p0(a19, a0)	0
p8(X45, X75)	p8(a18, a87)	0
p6(a24, X411, X511)	p6(a24, a10, a17)	0
p6(a24, X413, X513)	p6(a24, a85, a87)	0
p6(a24, X45, X55)	p6(a24, a41, a99)	0
p6(a24, a4, X69)	p6(a24, a4, a0)	0
p6(a24, X413, X513)	p6(a24, X610, a47)	0
p4(X47, X17)	p4(a94, a13)	0
p6(a24, a22, X62)	p6(a24, a22, a81)	0
p6(a24, X44, X54)	p6(a24, a42, a15)	0
p6(a93, X65, X55)	p6(a93, a75, a34)	0
p4(X410, X110)	p4(a57, a10)	0
p6(a24, X412, X512)	p6(a24, a61, a93)	0
p4(X65, X15)	p4(a1, a58)	0
p6(a24, X45, X55)	p6(a24, a20, a42)	0
p6(a24, a13, X610)	p6(a24, a13, a13)	0
p6(a24, X43, X53)	p6(a24, a16, a64)	0
p6(a24, X711, X29)	p6(a24, X711, a5)	0
p4(X64, X14)	p4(a24, a58)	0
p6(a24, a61, X61)	p6(a24, a61, a10)	0
p6(a24, a19, X610)	p6(a24, a19, a1)	0
p6(a24, X43, X53)	p6(a24, a61, a68)	0
p6(a24, X49, X59)	p6(a24, a86, a64)	0
p6(a24, a14, X611)	p6(a24, a14, a1)	0
p6(a24, X412, X512)	p6(a24, a32, a93)	0
p6(a24, X44, X54)	p6(a24, a56, a46)	0
p6(a24, X413, X513)	p6(a24, a83, a59)	0
p6(a24, X412, X512)	p6(a24, a27, a14)	0
p4(a14, X14)	p4(a14, a62)	0
p6(a24, X412, X512)	p6(a24, a90, a56)	0
p4(X43, X13)	p4(a85, a20)	0
p6(a24, X411, X511)	p6(a24, a67, a38)	0
p4(X47, X17)	p4(a14, a39)	0
p6(a24, X48, X58)	p6(a24, a0, a83)	0
p6(a24, X412, X512)	p6(a24, a15, a21)	0
p4(X412, X112)	p4(a12, a81)	0
p4(X613, X113)	p4(a10, a96)	0
p4(a85, X13)	p4(a85, a28)	0
p9(a83)	p9(X5) :- p9(X5), p7(X5, X0)	0
p4(a16, X14)	p4(a16, a79)	0
p2(a82, X3)	p2(X8, a1) :- p8(X4, X8), p2(X8, a16)	0
p4(X43, X13)	p4(a87, a57)	0
p4(X613, X113)	p4(a3, a18)	0
p0(X47, X77)	p0(a33, a11)	0
p6(a24, X413, X513)	p6(a24, a27, a93)	0
p6(a24, X44, X54)	p6(a24, X62, a38)	0
p4(X64, X14)	p4(a10, a85)	0
p4(X613, X113)	p4(a7, a39)	0
p4(X411, X111)	p4(a38, a68)	0
p8(X21, X21)	p8(a31, a31)	0
p4(X411, X111)	p4(a45, a96)	0
p4(X65, X15)	p4(a79, a80)	0
p4(X43, a15)	p4(a45, a15)	0
p4(X44, X14)	p4(a81, a26)	0
p4(X411, X111)	p4(a94, a89)	0
p4(X613, X113)	p4(a46, a39)	0
p8(X210, X210)	p8(a72, a72)	0
p4(X47, X17)	p4(a1, a38)	0
p6(a24, X413, X513)	p6(a24, a63, a16)	0
p6(a24, X413, X513)	p6(a24, a24, a15)	0
p6(a24, a21, X61)	p6(a24, a21, a57)	0
p4(X65, X15)	p4(a88, a21)	0
p6(a24, X48, X58)	p6(a24, a46, a28)	0
p4(X43, X13)	p4(a1, a10)	0
p4(X412, X112)	p4(a26, a65)	0
p4(X611, X111)	p4(a32, a1)	0
p4(X411, X111)	p4(a65, a38)	0
p6(a24, X45, X55)	p6(a24, a20, a21)	0
p6(a24, X44, X54)	p6(a24, a81, a57)	0
p6(a24, X45, X55)	p6(a24, a7, a92)	0
p6(a24, X412, X512)	p6(a24, a29, a5)	0
p6(a24, X48, X58)	p6(a24, a18, a28)	0
p5(a52, X0)	p5(X7, X5) :- p1(X7, X2, X5)	0
p6(a24, X43, X53)	p6(a24, a11, a14)	0
p4(X411, X111)	p4(a60, a65)	0
p6(a24, X610, X611)	p6(a24, X610, a41)	0
p6(a24, a15, X69)	p6(a24, a15, a1)	0
p6(a24, X47, X57)	p6(a24, X76, a64)	0
p6(a24, a0, X610)	p6(a24, a0, a14)	0
p4(X43, a51)	p4(a96, a51)	0
p6(a24, a0, X63)	p6(a24, a0, a60)	0
p4(X43, X13)	p4(a85, a0)	0
p6(a24, X44, X54)	p6(a24, X61, a63)	0
p4(a58, X112)	p4(a58, a29)	0
p4(X47, X17)	p4(a85, a10)	0
p6(a24, X413, X513)	p6(a24, a7, a80)	0
p4(a25, a4)	p4(a25, a4)	0
p4(a46, X112)	p4(a46, a42)	0
p6(a93, X64, X54)	p6(a93, a76, a27)	0
p6(a24, X46, X56)	p6(a24, a46, a24)	0
p3(a0, a31)	p3(X6, X5) :- p6(a93, X6, X5), p0(X5, X6)	0
p4(X43, a15)	p4(a5, a15)	0
p4(X65, X15)	p4(a0, a30)	0
p6(a24, a15, X69)	p6(a24, a15, a38)	0
p4(X47, X17)	p4(a87, a20)	0
p6(a24, a15, X610)	p6(a24, a15, a4)	0
p4(X411, X111)	p4(a88, a13)	0
p6(a24, X413, X513)	p6(a24, a29, a57)	0
p6(a24, X46, X56)	p6(a24, a10, a34)	0
p6(a24, X413, X513)	p6(a24, a15, a83)	0
p4(X613, X113)	p4(a7, a57)	0
p6(a24, X48, X58)	p6(a24, a10, a83)	0
p4(X65, X15)	p4(a65, a21)	0
p4(X411, X111)	p4(a38, a12)	0
p9(a46)	p9(X6) :- p4(X4, X1), p9(X1), p1(X4, X9, X7), p4(X6, X1)	0
p4(X64, X14)	p4(a14, a2)	0
p6(a24, a99, a1)	p6(a24, a99, a1)	0
p6(a24, a1, X610)	p6(a24, a1, a41)	0
p6(a24, X48, X58)	p6(a24, a18, a17)	0
p4(X411, X111)	p4(a28, a18)	0
p4(X412, X112)	p4(a87, a24)	0
p4(X412, X112)	p4(a12, a18)	0
p6(a24, X48, X58)	p6(a24, a67, a20)	0
p6(a24, X412, X512)	p6(a24, a32, a87)	0
p4(X43, a10)	p4(a0, a10)	0
p6(a24, X413, X513)	p6(a24, a38, a88)	0
p9(a12)	p9(X6) :- p4(X4, X1), p9(X1), p1(X4, X9, X7), p4(X6, X1)	0
p4(X43, a10)	p4(a60, a10)	0
p4(a1, X112)	p4(a1, a63)	0
p4(X411, X111)	p4(a5, a1)	0
p6(a24, X44, X54)	p6(a24, a15, a64)	0
p6(a24, X79, X68)	p6(a24, X79, a10)	0
p4(X613, X113)	p4(a14, a66)	0
p4(X613, X113)	p4(a93, a15)	0
p6(a24, X44, X54)	p6(a24, a46, a1)	0
p6(a24, X413, X513)	p6(a24, a63, a22)	0
p6(a24, X413, X513)	p6(a24, a91, a88)	0
p9(a79)	p9(X6) :- p4(X4, X1), p9(X1), p1(X4, X9, X7), p4(X6, X1)	0
p4(X44, X14)	p4(a25, a42)	0
p4(X65, X15)	p4(a7, a89)	0
p6(a24, X411, X511)	p6(a24, a63, a33)	0
p6(a24, X45, X55)	p6(a24, a3, a45)	0
p6(a24, X413, X513)	p6(a24, a26, a92)	0
p9(a24)	p9(X6) :- p4(X4, X1), p9(X1), p1(X4, X9, X7), p4(X6, X1)	0
p6(a24, X413, X513)	p6(a24, a60, a93)	0
p6(a24, X48, X58)	p6(a24, a30, a24)	0
p4(a18, X14)	p4(a18, a10)	0
p4(X44, X14)	p4(a41, a51)	0
p6(a24, X413, X513)	p6(a24, a54, a12)	0
p6(a24, X413, X513)	p6(a24, a81, a1)	0
p4(X613, X113)	p4(a26, a39)	0
p6(a24, X413, X513)	p6(a24, a94, a56)	0
p4(a13, X111)	p4(a13, a1)	0
p8(X44, X74)	p8(a34, a75)	0
p6(a24, X411, X511)	p6(a24, a45, a90)	0
p6(a24, X43, X53)	p6(a24, a81, a10)	0
p4(X44, X14)	p4(a65, a24)	0
p3(a40, X0)	p3(X6, X5) :- p6(a93, X6, X5), p0(X5, X6)	0
p6(a24, X413, X513)	p6(a24, a56, a56)	0
p4(X44, X14)	p4(a65, a27)	0
p0(X43, X73)	p0(a27, a28)	0
p6(a24, X411, X511)	p6(a24, a12, a67)	0
p4(X613, X113)	p4(a80, a39)	0
p6(a24, X44, X54)	p6(a24, a90, a15)	0
p6(a24, X61, X63)	p6(a24, X61, a57)	0
p4(a25, X111)	p4(a25, a40)	0
p6(a24, X48, X58)	p6(a24, a15, a42)	0
p4(a87, X12)	p4(a87, a10)	0
p6(a24, X413, X513)	p6(a24, a27, a90)	0
p8(X213, X213)	p8(a1, a1)	0
p4(X613, X113)	p4(a24, a68)	0
p6(a24, X413, X513)	p6(a24, a0, a68)	0
p4(X65, X15)	p4(a16, a93)	0
p6(a24, X413, X513)	p6(a24, a5, a32)	0
p4(a1, a1)	p4(X5, X5) :- p7(X5, a57), p2(X5, a0)	0
p4(X411, X111)	p4(a85, a45)	0
p4(X49, X19)	p4(a10, a68)	0
p6(a24, X412, X512)	p6(a24, a0, a46)	0
p4(a0, X14)	p4(a0, a38)	0
p4(X49, X19)	p4(a21, a15)	0
p6(a24, X43, X53)	p6(a24, a11, a22)	0
p6(a24, X413, X513)	p6(a24, a3, a93)	0
p4(X65, X15)	p4(a10, a26)	0
p4(X65, X15)	p4(a12, a32)	0
p4(X43, X13)	p4(a45, a46)	0
