goal	rule	score
p5(X510, X910)	p5(a49, a34)	0
p5(X510, X910)	p5(a49, a13)	0
p6(X89, a13, a24, X39, X39)	p6(a2, a13, a24, a33, a33)	0
p5(X52, X92)	p5(a72, a52)	0
p5(a10, X97)	p5(a10, a39)	0
p6(X87, a13, a24, X37, X37)	p6(a81, a13, a24, a12, a12)	0
p5(X56, X96)	p5(a10, a84)	0
p5(a2, X93)	p5(a2, a35)	0
p5(a96, X94)	p5(a96, a69)	0
p5(a5, X99)	p5(a5, a88)	0
p5(a75, X98)	p5(a75, a90)	0
p0(X75, X75)	p0(a25, a25)	0
p6(X812, a13, a24, X312, X312)	p6(a32, a13, a24, a6, a6)	0
p5(X55, X95)	p5(a42, a37)	0
p5(a70, X911)	p5(a70, a67)	0
p5(a96, X95)	p5(a96, a78)	0
p5(X57, X97)	p5(a69, a49)	0
p5(a81, X99)	p5(a81, a69)	0
p5(a10, X810)	p5(a10, a69)	0
p5(a92, X94)	p5(a92, a96)	0
p5(a32, X94)	p5(a32, a67)	0
p6(X811, a13, a24, X311, X311)	p6(a69, a13, a24, a33, a33)	0
p5(X57, X97)	p5(a96, a5)	0
p5(a39, X97)	p5(a39, a30)	0
p5(X58, X98)	p5(a75, a68)	0
p5(X57, X97)	p5(a81, a37)	0
p5(X55, X95)	p5(a72, a84)	0
p5(X53, X93)	p5(a78, a84)	0
p5(X52, X92)	p5(a20, a3)	0
p6(X89, a13, a24, X39, X39)	p6(a1, a13, a24, a39, a39)	0
p5(a0, a78)	p5(a0, a78)	0
p5(a2, a2)	p5(X8, X8) :- p2(X3), p6(X8, a13, a24, X3, X3)	0
p5(X59, X99)	p5(a32, a5)	0
p5(X53, X93)	p5(a91, a73)	0
p5(a73, X93)	p5(a73, a90)	0
p6(X812, a13, a24, X312, X312)	p6(a62, a13, a24, a19, a19)	0
p6(X84, a13, a24, X34, X34)	p6(a72, a13, a24, a41, a41)	0
p5(a34, X94)	p5(a34, a87)	0
p6(X811, a13, a24, X311, X311)	p6(a26, a13, a24, a59, a59)	0
p5(X56, X96)	p5(a0, a70)	0
p6(X82, a13, a24, X32, X32)	p6(a68, a13, a24, a51, a51)	0
p6(X85, a13, a24, X35, X35)	p6(a42, a13, a24, a51, a51)	0
p6(X87, a13, a24, X37, X37)	p6(a88, a13, a24, a39, a39)	0
p6(X89, a13, a24, X39, X39)	p6(a6, a13, a24, a12, a12)	0
p6(X85, a13, a24, X35, X35)	p6(a35, a13, a24, a33, a33)	0
p5(X51, X91)	p5(a26, a5)	0
p5(X511, X911)	p5(a2, a0)	0
p5(a12, X99)	p5(a12, a2)	0
p5(a3, X911)	p5(a3, a69)	0
p5(a6, X912)	p5(a6, a42)	0
p5(X512, X912)	p5(a88, a10)	0
p9(a73)	p9(X4) :- p3(X0, a39, X6, a36, X4)	0
p6(X83, a13, a24, X33, X33)	p6(a88, a13, a24, a11, a11)	0
p5(X55, X95)	p5(a12, a37)	0
p5(a5, X93)	p5(a5, a88)	0
p5(X54, X94)	p5(a91, a52)	0
p5(X511, X911)	p5(a47, a70)	0
p6(X811, a13, a24, X311, X311)	p6(a84, a13, a24, a67, a67)	0
p0(X78, X78)	p0(a19, a19)	0
p5(X512, X912)	p5(a69, a28)	0
p5(X510, X910)	p5(a84, a6)	0
p6(X810, a13, a24, X310, X310)	p6(a68, a13, a24, a67, a67)	0
p5(a75, a32)	p5(a75, a32)	0
p5(a52, X91)	p5(a52, a75)	0
p6(X811, a13, a24, X311, X311)	p6(a11, a13, a24, a32, a32)	0
p5(X510, X910)	p5(a73, a5)	0
p5(X0, a62)	p5(X5, X5) :- p7(X9), p5(X5, X9)	0
p5(X54, X94)	p5(a35, a18)	0
p6(X82, a13, a24, X32, X32)	p6(a37, a13, a24, a19, a19)	0
p9(X1)	p9(X9) :- p6(X9, a38, X0, X0, a13), p5(X0, a10)	0
p6(X810, a13, a24, X310, X310)	p6(a75, a13, a24, a33, a33)	0
p6(X810, a13, a24, X310, X310)	p6(a81, a13, a24, a41, a41)	0
p5(X59, X99)	p5(a42, a3)	0
p5(a18, a78)	p5(a18, a78)	0
p5(X512, X912)	p5(a2, a6)	0
p6(X812, a13, a24, X312, X312)	p6(a26, a13, a24, a59, a59)	0
p5(X58, X98)	p5(a96, a3)	0
p5(X513, X913)	p5(a81, a28)	0
p5(X55, X95)	p5(a39, a37)	0
p5(X511, X911)	p5(a70, a34)	0
p5(X512, X912)	p5(a11, a73)	0
p6(X85, a13, a24, X35, X35)	p6(a87, a13, a24, a41, a41)	0
p6(X812, a13, a24, X312, X312)	p6(a0, a13, a24, a0, a0)	0
p6(X87, a13, a24, X37, X37)	p6(a1, a13, a24, a40, a40)	0
p5(a35, X912)	p5(a35, a39)	0
p5(X510, X910)	p5(a11, a6)	0
p5(X53, X93)	p5(a18, a6)	0
p6(X810, a13, a24, X310, X310)	p6(a96, a13, a24, a39, a39)	0
p6(X85, a13, a24, X35, X35)	p6(X82, a13, a24, a12, a12)	0
p5(a81, X94)	p5(a81, a24)	0
p6(X813, a13, a24, X313, X313)	p6(X810, a13, a24, a33, a33)	0
p5(X511, X911)	p5(a35, a34)	0
p5(a90, X912)	p5(a90, a87)	0
p5(a2, X96)	p5(a2, a69)	0
p6(X812, a13, a24, X312, X312)	p6(a11, a13, a24, a32, a32)	0
p5(X513, X913)	p5(a96, a10)	0
p5(a70, X93)	p5(a70, a1)	0
p5(X510, X910)	p5(a96, a3)	0
p5(X52, X92)	p5(a96, a3)	0
p5(a12, X99)	p5(a12, a39)	0
p5(a70, X92)	p5(a70, a92)	0
p5(a34, X910)	p5(a34, a91)	0
p5(X57, X97)	p5(a24, a3)	0
p6(X88, a13, a24, X38, X38)	p6(a78, a13, a24, a51, a51)	0
p5(a72, a18)	p5(a72, a18)	0
p5(X58, X98)	p5(a75, a84)	0
p5(a12, X99)	p5(a12, a72)	0
p5(X59, X99)	p5(a34, a68)	0
p5(X55, X95)	p5(a42, a34)	0
p6(X88, a13, a24, X38, X38)	p6(a92, a13, a24, a59, a59)	0
p6(X810, a13, a24, X310, X310)	p6(a62, a13, a24, a19, a19)	0
p5(a11, X0)	p5(X5, X5) :- p7(X9), p5(X5, X9)	0
p5(X53, X93)	p5(a92, a6)	0
p5(X54, X94)	p5(a28, a84)	0
p5(X54, X94)	p5(a72, a34)	0
p7(a32)	p7(X1) :- p5(X8, X1)	0
p5(a39, X911)	p5(a39, a90)	0
p6(X811, a13, a24, X311, X311)	p6(a75, a13, a24, a40, a40)	0
p7(a96)	p7(X1) :- p5(X8, X1)	0
p6(X87, a13, a24, X37, X37)	p6(a90, a13, a24, a32, a32)	0
p5(X55, X95)	p5(a92, a70)	0
p5(a62, X910)	p5(a62, a81)	0
p6(X86, a13, a24, X36, X36)	p6(a92, a13, a24, a73, a73)	0
p5(X511, X911)	p5(a3, a68)	0
p5(X53, X93)	p5(a3, a6)	0
p5(X0, a35)	p5(X8, X8) :- p2(X3), p6(X8, a13, a24, X3, X3)	0
p5(X52, X92)	p5(a8, a52)	0
p5(a30, X911)	p5(a30, a90)	0
p6(X83, a13, a24, X33, X33)	p6(a37, a13, a24, a40, a40)	0
p5(X55, X95)	p5(a88, a32)	0
p6(X811, a13, a24, X311, X311)	p6(a90, a13, a24, a42, a42)	0
p5(X510, X910)	p5(a37, a73)	0
p6(X811, a13, a24, X311, X311)	p6(a70, a13, a24, a16, a16)	0
p5(X56, X96)	p5(a2, a52)	0
p5(X53, X93)	p5(a13, a84)	0
p5(X513, X913)	p5(a92, a0)	0
p6(X85, a13, a24, X35, X35)	p6(a91, a13, a24, a10, a10)	0
p6(X89, a13, a24, X39, X39)	p6(a12, a13, a24, a59, a59)	0
p6(X810, a13, a24, X310, X310)	p6(a0, a13, a24, a0, a0)	0
p6(X83, a13, a24, X33, X33)	p6(a6, a13, a24, a81, a81)	0
p5(a0, X912)	p5(a0, a39)	0
p6(X813, a13, a24, X313, X313)	p6(a73, a13, a24, a6, a6)	0
p5(a0, X96)	p5(a0, a92)	0
p5(X57, X97)	p5(a78, a6)	0
p6(X82, a13, a24, X32, X32)	p6(X81, a13, a24, a59, a59)	0
p5(X511, X911)	p5(a87, a3)	0
p5(a90, X910)	p5(a90, a69)	0
p6(X87, a13, a24, X37, X37)	p6(a68, a13, a24, a81, a81)	0
p5(a96, X99)	p5(a96, a2)	0
p5(a91, X910)	p5(a91, a75)	0
p5(X57, X97)	p5(a91, a5)	0
p5(X59, X99)	p5(a72, a68)	0
p6(X810, a13, a24, X310, X310)	p6(a88, a13, a24, a51, a51)	0
p6(X85, a13, a24, X35, X35)	p6(a72, a13, a24, a81, a81)	0
p6(X88, a13, a24, X38, X38)	p6(a0, a13, a24, a40, a40)	0
p5(X512, X912)	p5(a70, a32)	0
p5(X55, X95)	p5(a49, a84)	0
p6(X813, a13, a24, X313, X313)	p6(a81, a13, a24, a24, a24)	0
p5(a70, X910)	p5(a70, a91)	0
p5(a2, a0)	p5(a2, a0)	0
p6(X810, a13, a24, X310, X310)	p6(a42, a13, a24, a67, a67)	0
p6(X813, a13, a24, X313, X313)	p6(a75, a13, a24, a59, a59)	0
p5(a70, X910)	p5(a70, a75)	0
p5(a0, a18)	p5(a0, a18)	0
p6(X813, a13, a24, X313, X313)	p6(a30, a13, a24, a12, a12)	0
p5(a24, X0)	p5(X8, X8) :- p2(X3), p6(X8, a13, a24, X3, X3)	0
p6(X87, a13, a24, X37, X37)	p6(X86, a13, a24, a19, a19)	0
p6(X89, a13, a24, X39, X39)	p6(a18, a13, a24, a32, a32)	0
p5(a70, X910)	p5(a70, a72)	0
p6(X83, a13, a24, X33, X33)	p6(a37, a13, a24, a0, a0)	0
p6(X89, a13, a24, X39, X39)	p6(a72, a13, a24, a16, a16)	0
p5(a49, X94)	p5(a49, a72)	0
p5(X512, X912)	p5(a88, a73)	0
p5(a72, X0)	p5(X8, X8) :- p2(X3), p6(X8, a13, a24, X3, X3)	0
p6(X812, a13, a24, X312, X312)	p6(a28, a13, a24, a39, a39)	0
p5(a1, X910)	p5(a1, a91)	0
p5(X513, X913)	p5(a18, a49)	0
p6(X89, a13, a24, X39, X39)	p6(a81, a13, a24, a41, a41)	0
p6(X813, a13, a24, X313, X313)	p6(a84, a13, a24, a51, a51)	0
p6(X84, a13, a24, X34, X34)	p6(a49, a13, a24, a51, a51)	0
p6(X87, a13, a24, X37, X37)	p6(a6, a13, a24, a16, a16)	0
p5(a72, X911)	p5(a72, a88)	0
p5(X54, X94)	p5(a70, a5)	0
p6(X811, a13, a24, X311, X311)	p6(a35, a13, a24, a32, a32)	0
p5(a49, X911)	p5(a49, a87)	0
p5(X58, X98)	p5(a39, a73)	0
p5(X511, X911)	p5(a39, a5)	0
p6(X89, a13, a24, X39, X39)	p6(X88, a13, a24, a11, a11)	0
p5(X54, X94)	p5(a10, a34)	0
p6(X84, a13, a24, X34, X34)	p6(a88, a13, a24, a10, a10)	0
p5(X55, X95)	p5(a75, a70)	0
p6(X87, a13, a24, X37, X37)	p6(a73, a13, a24, a41, a41)	0
p5(X58, X98)	p5(a37, a49)	0
p5(a18, X98)	p5(a18, a78)	0
p5(a68, X99)	p5(a68, a96)	0
p5(a92, a92)	p5(X8, X8) :- p2(X3), p6(X8, a13, a24, X3, X3)	0
p5(a90, X98)	p5(a90, a35)	0
p6(X812, a13, a24, X312, X312)	p6(a69, a13, a24, a33, a33)	0
p9(a67)	p9(X4) :- p3(X0, a39, X6, a36, X4)	0
p6(X811, a13, a24, X311, X311)	p6(a73, a13, a24, a0, a0)	0
p5(X513, X913)	p5(a26, a3)	0
p6(X89, a13, a24, X39, X39)	p6(a57, a13, a24, a73, a73)	0
p6(X83, a13, a24, X33, X33)	p6(a49, a13, a24, a73, a73)	0
p5(a13, X810)	p5(a13, a32)	0
p5(a91, X912)	p5(a91, a30)	0
p5(X510, X910)	p5(a39, a73)	0
p5(X52, X92)	p5(a39, a73)	0
p5(X53, X93)	p5(a2, a18)	0
p5(X512, X912)	p5(a91, a32)	0
p5(X54, X94)	p5(a37, a70)	0
p5(a24, X912)	p5(a24, a30)	0
p6(X85, a13, a24, X35, X35)	p6(a3, a13, a24, a24, a24)	0
p5(X510, X910)	p5(a3, a37)	0
p5(X510, X910)	p5(a37, a49)	0
p6(X82, a13, a24, X32, X32)	p6(a18, a13, a24, a0, a0)	0
p6(X85, a13, a24, X35, X35)	p6(a13, a13, a24, a10, a10)	0
p5(X54, X94)	p5(a10, a73)	0
p6(X812, a13, a24, X312, X312)	p6(a26, a13, a24, a41, a41)	0
p5(X513, X913)	p5(a34, a37)	0
p5(X55, X95)	p5(a84, a10)	0
p6(X82, a13, a24, X32, X32)	p6(a34, a13, a24, a51, a51)	0
p5(X53, X93)	p5(a24, a73)	0
p5(a1, X911)	p5(a1, a30)	0
p5(X512, X912)	p5(a72, a28)	0
p5(X54, X94)	p5(a37, a52)	0
p5(X51, X91)	p5(a35, a28)	0
p6(X85, a13, a24, X35, X35)	p6(a2, a13, a24, a3, a3)	0
p5(a68, X96)	p5(a68, a67)	0
p5(a96, X98)	p5(a96, a42)	0
p6(X88, a13, a24, X38, X38)	p6(a72, a13, a24, a59, a59)	0
p5(a73, a25)	p5(a73, a25)	0
p0(X75, X75)	p0(a19, a19)	0
p5(a37, X96)	p5(a37, a88)	0
p6(X811, a13, a24, X311, X311)	p6(a49, a13, a24, a0, a0)	0
p5(X511, X911)	p5(a26, a52)	0
p5(X510, X910)	p5(a62, a28)	0
p6(X813, a13, a24, X313, X313)	p6(a30, a13, a24, a10, a10)	0
p5(X54, X94)	p5(a91, a37)	0
p6(X84, a13, a24, X34, X34)	p6(a75, a13, a24, a11, a11)	0
p5(a96, X99)	p5(a96, a91)	0
p6(X86, a13, a24, X36, X36)	p6(a72, a13, a24, a73, a73)	0
p5(a78, X912)	p5(a78, a72)	0
p6(X813, a13, a24, X313, X313)	p6(a91, a13, a24, a59, a59)	0
p5(X58, X98)	p5(a32, a52)	0
p5(a0, a11)	p5(a0, a11)	0
p5(X57, X97)	p5(a69, a6)	0
p5(a2, X95)	p5(a2, a78)	0
p5(a28, a11)	p5(a28, a11)	0
p5(X54, X94)	p5(a92, a37)	0
p6(X89, a13, a24, X39, X39)	p6(a68, a13, a24, a41, a41)	0
p5(a51, X911)	p5(a51, a42)	0
p5(X54, X94)	p5(a67, a70)	0
p6(X813, a13, a24, X313, X313)	p6(X811, a13, a24, a59, a59)	0
p6(X810, a13, a24, X310, X310)	p6(a49, a13, a24, a24, a24)	0
p6(X85, a13, a24, X35, X35)	p6(a13, a13, a24, a33, a33)	0
p6(X813, a13, a24, X313, X313)	p6(a3, a13, a24, a40, a40)	0
p5(a75, X911)	p5(a75, a78)	0
p6(X811, a13, a24, X311, X311)	p6(a49, a13, a24, a67, a67)	0
p6(X86, a13, a24, X36, X36)	p6(a52, a13, a24, a81, a81)	0
p0(X72, X72)	p0(a90, a90)	0
p6(X86, a13, a24, X36, X36)	p6(a12, a13, a24, a67, a67)	0
p5(X513, X913)	p5(a67, a3)	0
p5(X511, X911)	p5(a52, a32)	0
p5(X56, X96)	p5(a42, a68)	0
p5(a52, X92)	p5(a52, a75)	0
p6(X812, a13, a24, X312, X312)	p6(a49, a13, a24, a0, a0)	0
p5(a32, X88)	p5(a32, a62)	0
p5(a91, X93)	p5(a91, a2)	0
p6(X81, a13, a24, X31, X31)	p6(X80, a13, a24, a19, a19)	0
p5(X59, X99)	p5(a24, a49)	0
p5(a0, X88)	p5(a0, a47)	0
p5(a24, X93)	p5(a24, a90)	0
p6(X89, a13, a24, X39, X39)	p6(a24, a13, a24, a67, a67)	0
p5(X57, X97)	p5(a42, a5)	0
p5(a84, X94)	p5(a84, a67)	0
p5(a24, X89)	p5(a24, a18)	0
p5(X57, X97)	p5(a84, a3)	0
p6(X811, a13, a24, X311, X311)	p6(a52, a13, a24, a3, a3)	0
p6(X89, a13, a24, X39, X39)	p6(a28, a13, a24, a33, a33)	0
p6(X88, a13, a24, X38, X38)	p6(a2, a13, a24, a6, a6)	0
p6(X87, a13, a24, X37, X37)	p6(a0, a13, a24, a16, a16)	0
p6(X83, a13, a24, X33, X33)	p6(a18, a13, a24, a67, a67)	0
p5(X510, X910)	p5(a96, a28)	0
p6(X813, a13, a24, X313, X313)	p6(a2, a13, a24, a41, a41)	0
p5(X513, X913)	p5(a91, a0)	0
p5(X513, X913)	p5(a52, a49)	0
p6(X812, a13, a24, X312, X312)	p6(a49, a13, a24, a67, a67)	0
p5(X513, X913)	p5(a49, a3)	0
p5(X1, a88)	p5(X5, X5) :- p7(X9), p5(X5, X9)	0
p6(X85, a13, a24, X35, X35)	p6(a0, a13, a24, a32, a32)	0
p6(X87, a13, a24, X37, X37)	p6(a39, a13, a24, a67, a67)	0
p5(a3, X93)	p5(a3, a69)	0
p5(a1, X911)	p5(a1, a87)	0
p5(X511, X911)	p5(a92, a13)	0
p5(X512, X912)	p5(a78, a37)	0
p6(X84, a13, a24, X34, X34)	p6(a42, a13, a24, a16, a16)	0
p5(a34, X912)	p5(a34, a69)	0
p5(a24, X98)	p5(a24, a39)	0
p5(a68, X99)	p5(a68, a92)	0
p0(X78, X78)	p0(a34, a34)	0
p6(X85, a13, a24, X35, X35)	p6(a88, a13, a24, a19, a19)	0
p6(X82, a13, a24, X32, X32)	p6(a6, a13, a24, a67, a67)	0
p6(X813, a13, a24, X313, X313)	p6(a5, a13, a24, a16, a16)	0
p5(a75, X912)	p5(a75, a72)	0
p6(X82, a13, a24, X32, X32)	p6(a25, a13, a24, a42, a42)	0
p5(X513, X913)	p5(a49, a12)	0
p5(a32, X96)	p5(a32, a90)	0
p6(X810, a13, a24, X310, X310)	p6(a1, a13, a24, a0, a0)	0
p5(a70, X93)	p5(a70, a81)	0
p5(a91, X911)	p5(a91, a75)	0
p5(X54, X94)	p5(a88, a13)	0
p5(X52, X92)	p5(a57, a12)	0
p5(a42, X911)	p5(a42, a35)	0
p5(X53, X93)	p5(a6, a28)	0
p5(a26, X810)	p5(a26, a18)	0
p5(X511, X911)	p5(a18, a28)	0
p5(X510, X910)	p5(a1, a37)	0
p6(X84, a13, a24, X34, X34)	p6(a70, a13, a24, a81, a81)	0
p5(a12, X910)	p5(a12, a75)	0
p6(X85, a13, a24, X35, X35)	p6(a37, a13, a24, a41, a41)	0
p6(X813, a13, a24, X313, X313)	p6(a6, a13, a24, a33, a33)	0
p5(a26, X94)	p5(a26, a67)	0
p5(a6, X911)	p5(a6, a81)	0
p6(X83, a13, a24, X33, X33)	p6(a84, a13, a24, a39, a39)	0
p5(X53, X93)	p5(a90, a0)	0
p5(a24, X810)	p5(a24, a62)	0
p5(a87, X910)	p5(a87, a2)	0
p6(X811, a13, a24, X311, X311)	p6(a42, a13, a24, a73, a73)	0
p6(X83, a13, a24, X33, X33)	p6(a81, a13, a24, a24, a24)	0
p5(a67, X88)	p5(a67, a1)	0
p5(X57, X97)	p5(a18, a0)	0
p6(X84, a13, a24, X34, X34)	p6(a32, a13, a24, a41, a41)	0
p6(X84, a13, a24, X34, X34)	p6(a67, a13, a24, a39, a39)	0
p5(a34, X910)	p5(a34, a67)	0
p6(X811, a13, a24, X311, X311)	p6(a28, a13, a24, a0, a0)	0
p6(X88, a13, a24, X38, X38)	p6(a72, a13, a24, a51, a51)	0
p5(a73, X92)	p5(a73, a35)	0
p6(X82, a13, a24, X32, X32)	p6(a10, a13, a24, a6, a6)	0
p5(X512, X912)	p5(a24, a28)	0
p1(a42)	p1(X5) :- p4(X6, X6, a82, X5)	0
p5(X58, X98)	p5(a1, a70)	0
p6(X810, a13, a24, X310, X310)	p6(a49, a13, a24, a0, a0)	0
p5(a1, X94)	p5(a1, a24)	0
p5(a26, X912)	p5(a26, a87)	0
p5(a88, X93)	p5(a88, a87)	0
p5(a1, a57)	p5(a1, a57)	0
p5(X54, X94)	p5(a88, a37)	0
p5(X52, X92)	p5(a1, a12)	0
p6(X811, a13, a24, X311, X311)	p6(a26, a13, a24, a16, a16)	0
p5(X53, X93)	p5(a28, a68)	0
p5(a90, X98)	p5(a90, a39)	0
p5(a10, X97)	p5(a10, a90)	0
p5(a72, X912)	p5(a72, a88)	0
p6(X813, a13, a24, X313, X313)	p6(a96, a13, a24, a40, a40)	0
p5(X0, X1)	p5(X8, X8) :- p2(X3), p6(X8, a13, a24, X3, X3)	0
p6(X810, a13, a24, X310, X310)	p6(a96, a13, a24, a59, a59)	0
p5(X510, X910)	p5(a26, a70)	0
p5(X51, X91)	p5(a35, a34)	0
p5(X510, X910)	p5(a1, a70)	0
p5(X513, X913)	p5(a39, a3)	0
p6(X813, a13, a24, X313, X313)	p6(a88, a13, a24, a42, a42)	0
p5(X0, a28)	p5(X5, X5) :- p7(X9), p5(X5, X9)	0
p5(a37, X912)	p5(a37, a2)	0
p5(a13, X94)	p5(a13, a81)	0
p6(X813, a13, a24, X313, X313)	p6(a23, a13, a24, a10, a10)	0
p6(X84, a13, a24, X34, X34)	p6(a35, a13, a24, a19, a19)	0
p6(X812, a13, a24, X312, X312)	p6(a75, a13, a24, a24, a24)	0
p5(X55, X95)	p5(a84, a68)	0
p6(X813, a13, a24, X313, X313)	p6(a87, a13, a24, a24, a24)	0
p5(a96, X810)	p5(a96, a8)	0
p5(a91, X910)	p5(a91, a35)	0
p6(X812, a13, a24, X312, X312)	p6(a62, a13, a24, a3, a3)	0
p6(X86, a13, a24, X36, X36)	p6(a73, a13, a24, a0, a0)	0
p5(a3, X912)	p5(a3, a35)	0
p6(X84, a13, a24, X34, X34)	p6(a32, a13, a24, a0, a0)	0
p0(X79, X79)	p0(a21, a21)	0
p6(X811, a13, a24, X311, X311)	p6(a88, a13, a24, a12, a12)	0
p5(X510, X910)	p5(a5, a12)	0
p5(X52, X92)	p5(a5, a12)	0
p6(X813, a13, a24, X313, X313)	p6(a37, a13, a24, a12, a12)	0
p5(a0, X910)	p5(a0, a78)	0
p6(X89, a13, a24, X39, X39)	p6(X88, a13, a24, a32, a32)	0
p5(a37, X96)	p5(a37, a87)	0
p5(X513, X913)	p5(a90, a49)	0
p6(X810, a13, a24, X310, X310)	p6(a13, a13, a24, a67, a67)	0
p6(X82, a13, a24, X32, X32)	p6(a70, a13, a24, a41, a41)	0
p5(a72, X94)	p5(a72, a39)	0
p5(X513, X913)	p5(a39, a32)	0
p6(X84, a13, a24, X34, X34)	p6(X81, a13, a24, a81, a81)	0
p6(X87, a13, a24, X37, X37)	p6(a1, a13, a24, a19, a19)	0
p5(a35, X82)	p5(a35, a62)	0
p5(a11, X911)	p5(a11, a92)	0
p5(X512, X912)	p5(a11, a5)	0
p5(X53, X93)	p5(a26, a84)	0
p5(X513, X913)	p5(a87, a5)	0
p5(a91, X95)	p5(a91, a75)	0
p5(X59, X99)	p5(a28, a3)	0
p5(X52, X92)	p5(a96, a12)	0
p5(a69, a20)	p5(a69, a20)	0
p5(X55, X95)	p5(a73, a84)	0
p6(X83, a13, a24, X33, X33)	p6(X82, a13, a24, a24, a24)	0
p5(X54, X94)	p5(a34, a84)	0
p5(a5, X912)	p5(a5, a1)	0
p6(X83, a13, a24, X33, X33)	p6(a3, a13, a24, a40, a40)	0
p5(X56, X96)	p5(a5, a73)	0
p6(X89, a13, a24, X39, X39)	p6(a69, a13, a24, a24, a24)	0
p5(a47, X911)	p5(a47, a72)	0
p6(X85, a13, a24, X35, X35)	p6(X82, a13, a24, a67, a67)	0
p5(X510, X910)	p5(a70, a84)	0
p6(X87, a13, a24, X37, X37)	p6(a87, a13, a24, a42, a42)	0
p6(X84, a13, a24, X34, X34)	p6(a34, a13, a24, a0, a0)	0
p5(a81, X810)	p5(a81, a20)	0
p5(X53, X93)	p5(a81, a34)	0
p6(X83, a13, a24, X33, X33)	p6(a6, a13, a24, a11, a11)	0
p5(a3, X92)	p5(a3, a72)	0
p6(X810, a13, a24, X310, X310)	p6(a75, a13, a24, a24, a24)	0
p5(X58, X98)	p5(a35, a6)	0
p5(X512, X912)	p5(a67, a68)	0
p5(a91, X910)	p5(a91, a78)	0
p6(X85, a13, a24, X35, X35)	p6(a13, a13, a24, a0, a0)	0
p5(a32, X99)	p5(a32, a2)	0
p5(X51, X91)	p5(a92, a52)	0
p5(a92, X95)	p5(a92, a91)	0
p5(X57, X97)	p5(a73, a5)	0
p6(X810, a13, a24, X310, X310)	p6(a62, a13, a24, a3, a3)	0
p5(a1, X94)	p5(a1, a69)	0
p5(a92, X93)	p5(a92, a69)	0
p6(X83, a13, a24, X33, X33)	p6(X82, a13, a24, a73, a73)	0
p5(a96, X92)	p5(a96, a42)	0
p5(X512, X912)	p5(a96, a34)	0
p6(X87, a13, a24, X37, X37)	p6(a72, a13, a24, a10, a10)	0
p5(X510, X910)	p5(a18, a68)	0
p5(a28, X92)	p5(a28, a67)	0
p5(X513, X913)	p5(a70, a6)	0
p6(X85, a13, a24, X35, X35)	p6(a39, a13, a24, a11, a11)	0
p6(X85, a13, a24, X35, X35)	p6(a5, a13, a24, a16, a16)	0
p5(a52, X94)	p5(a52, a96)	0
p5(a57, X911)	p5(a57, a87)	0
p6(X810, a13, a24, X310, X310)	p6(a13, a13, a24, a73, a73)	0
p5(X51, X91)	p5(a26, a73)	0
p6(X83, a13, a24, X33, X33)	p6(a70, a13, a24, a11, a11)	0
p6(X82, a13, a24, X32, X32)	p6(a18, a13, a24, a12, a12)	0
p6(X89, a13, a24, X39, X39)	p6(a32, a13, a24, a24, a24)	0
p5(X511, X911)	p5(a37, a0)	0
p5(X512, X912)	p5(a73, a10)	0
p5(a35, X95)	p5(a35, a1)	0
p6(X82, a13, a24, X32, X32)	p6(a5, a13, a24, a12, a12)	0
p6(X813, a13, a24, X313, X313)	p6(a72, a13, a24, a42, a42)	0
p6(X812, a13, a24, X312, X312)	p6(X88, a13, a24, a81, a81)	0
p6(X810, a13, a24, X310, X310)	p6(a32, a13, a24, a10, a10)	0
p6(X811, a13, a24, X311, X311)	p6(a5, a13, a24, a6, a6)	0
p6(X813, a13, a24, X313, X313)	p6(a49, a13, a24, a10, a10)	0
p5(a32, X96)	p5(a32, a88)	0
p5(X511, X911)	p5(a84, a13)	0
p6(X83, a13, a24, X33, X33)	p6(a96, a13, a24, a3, a3)	0
p5(X60, a52)	p5(a19, a52)	0
p5(a72, a78)	p5(a72, a78)	0
p6(X89, a13, a24, X39, X39)	p6(a70, a13, a24, a24, a24)	0
p5(a78, X912)	p5(a78, a81)	0
p5(a34, a23)	p5(a34, a23)	0
p5(a91, a20)	p5(a91, a20)	0
p6(X811, a13, a24, X311, X311)	p6(a96, a13, a24, a19, a19)	0
p6(X813, a13, a24, X313, X313)	p6(a1, a13, a24, a51, a51)	0
p5(a68, X99)	p5(a68, a87)	0
p6(X813, a13, a24, X313, X313)	p6(a73, a13, a24, a24, a24)	0
p5(X510, X910)	p5(a68, a49)	0
p5(a20, X92)	p5(a20, a24)	0
p6(X87, a13, a24, X37, X37)	p6(a37, a13, a24, a59, a59)	0
p5(a6, X94)	p5(a6, a91)	0
p5(X59, X99)	p5(a10, a32)	0
p5(a6, X912)	p5(a6, a35)	0
p5(X512, X912)	p5(a34, a6)	0
p5(a88, X94)	p5(a88, a2)	0
p5(X0, a57)	p5(X8, X8) :- p2(X3), p6(X8, a13, a24, X3, X3)	0
p6(X87, a13, a24, X37, X37)	p6(a28, a13, a24, a42, a42)	0
p5(a26, X91)	p5(a26, a92)	0
p5(a96, X810)	p5(a96, a69)	0
p6(X84, a13, a24, X34, X34)	p6(a52, a13, a24, a42, a42)	0
p6(X84, a13, a24, X34, X34)	p6(a73, a13, a24, a40, a40)	0
p6(X811, a13, a24, X311, X311)	p6(a28, a13, a24, a12, a12)	0
p6(X811, a13, a24, X311, X311)	p6(a37, a13, a24, a11, a11)	0
