goal	rule	score
causes(hypothyroidism, hypothyroidism)	causes(hypothyroidism, hypothyroidism)	0
has_symptom(anemia, S3)	has_symptom(anemia, joint_pain)	0
has_symptom(diabetes, S2)	has_symptom(diabetes, sadness)	0
has_symptom(stroke, S2)	has_symptom(stroke, fatigue)	0
exhibits(D, S3)	exhibits(patient_jack, muscle_weakness)	0
exhibits(D1, S2)	exhibits(patient_eve, dizziness)	0
exhibits(Doc, S2)	exhibits(patient_henry, sadness)	0
exhibits(P2, S2)	exhibits(patient_kate, excessive_thirst)	0
exhibits(patient_iris, S2)	exhibits(patient_iris, headache)	0
exhibits(patient_mia, S3)	exhibits(patient_mia, cough)	0
exhibits(patient_liam, S1)	exhibits(patient_liam, nausea)	0
has_symptom(anxiety, S2)	has_symptom(anxiety, sadness)	0
exhibits(D, S2)	exhibits(patient_mia, cough)	0
exhibits(Doc, S1)	exhibits(patient_henry, memory_loss)	0
has_symptom(migraine, S4)	has_symptom(migraine, weight_gain)	0
exhibits(patient_mia, S2)	exhibits(patient_mia, blurred_vision)	0
risk_increases(RF2, D2)	risk_increases(alcohol_abuse, covid19)	0
exhibits(S, S3)	exhibits(patient_mia, frequent_urination)	0
has_symptom(D4, S4)	has_symptom(diabetes, abdominal_pain)	0
causes(D12, D22)	causes(influenza, anemia)	0
has_symptom(D2, S2)	has_symptom(cancer, dizziness)	0
exhibits(Spec, S3)	exhibits(patient_eve, blurred_vision)	0
exhibits(Doc, S2)	exhibits(patient_noah, nausea)	0
causes(D12, D22)	causes(anxiety, copd)	0
exhibits(Drug, S3)	exhibits(patient_bob, pale_skin)	0
has_symptom(diabetes, S2)	has_symptom(diabetes, pale_skin)	0
risk_increases(RF3, D3)	risk_increases(alcohol_abuse, arthritis)	0
exhibits(D, S2)	exhibits(patient_carol, headache)	0
exhibits(RF, S2)	exhibits(patient_alice, weight_loss)	0
exhibits(Doc, S2)	exhibits(patient_jack, excessive_thirst)	0
exhibits(D1, S2)	exhibits(patient_grace, blurred_vision)	0
exhibits(D, S3)	exhibits(patient_grace, weight_loss)	0
exhibits(D, S3)	exhibits(patient_olivia, cough)	0
has_symptom(stroke, S2)	has_symptom(stroke, memory_loss)	0
exhibits(Spec, S3)	exhibits(patient_jack, shortness_of_breath)	0
exhibits(Drug, S3)	exhibits(patient_mia, loss_of_appetite)	0
exhibits(D, S3)	exhibits(patient_grace, excessive_thirst)	0
exhibits(S, S3)	exhibits(patient_grace, frequent_urination)	0
exhibits(D1, S2)	exhibits(patient_eve, abdominal_pain)	0
has_symptom(influenza, S3)	has_symptom(influenza, joint_pain)	0
exhibits(P2, S2)	exhibits(patient_iris, nausea)	0
has_symptom(stroke, S3)	has_symptom(stroke, chest_pain)	0
exhibits(P3, S3)	exhibits(patient_alice, sweating)	0
exhibits(SE, S1)	exhibits(patient_mia, insomnia)	0
exhibits(SE, S4)	exhibits(patient_kate, joint_pain)	0
exhibits(Doc, S1)	exhibits(patient_liam, back_pain)	0
exhibits(SE, S1)	exhibits(patient_iris, memory_loss)	0
treats(Drug0, D0)	treats(sertraline, cancer)	0
exhibits(P3, S3)	exhibits(patient_jack, fever)	0
risk_increases(RF2, D2)	risk_increases(aging, influenza)	0
has_symptom(D2, S2)	has_symptom(arthritis, frequent_urination)	0
exhibits(D, S1)	exhibits(patient_noah, weight_gain)	0
exhibits(Drug, S3)	exhibits(patient_henry, blurred_vision)	0
complication_risk(patient_henry, covid19)	complication_risk(P, D2) :- diagnosed_with(P, D1), causes(D1, D2)	0
exhibits(D1, S2)	exhibits(patient_noah, dizziness)	0
exhibits(SE, S3)	exhibits(patient_frank, weight_loss)	0
exhibits(SE, S3)	exhibits(patient_carol, cough)	0
risk_increases(RF3, D3)	risk_increases(alcohol_abuse, kidney_disease)	0
possible_complication(patient_alice, liver_disease)	possible_complication(P, D2) :- may_have_disease(P, D1), causes(D1, D2)	0
exhibits(P3, S3)	exhibits(patient_alice, confusion)	0
exhibits(D1, S2)	exhibits(patient_grace, back_pain)	0
causes(D11, D21)	causes(alzheimers, D0)	0
exhibits(Drug, S3)	exhibits(patient_henry, dizziness)	0
treats(aspirin, D2)	treats(aspirin, covid19)	0
causes(D12, alzheimers)	causes(kidney_disease, alzheimers)	0
exhibits(patient_alice, S3)	exhibits(patient_alice, pale_skin)	0
affects(D0, Organ0)	affects(anxiety, kidneys)	0
has_symptom(D4, S4)	has_symptom(arthritis, shortness_of_breath)	0
exhibits(Doc, S1)	exhibits(patient_kate, cough)	0
has_symptom(hypothyroidism, S2)	has_symptom(hypothyroidism, headache)	0
exhibits(SE, S3)	exhibits(patient_dave, chest_pain)	0
exhibits(RF, S2)	exhibits(patient_grace, muscle_weakness)	0
exhibits(RF, S2)	exhibits(patient_mia, fever)	0
exhibits(SE, S4)	exhibits(patient_kate, swollen_joints)	0
causes(D12, migraine)	causes(influenza, migraine)	0
exhibits(S, S3)	exhibits(patient_iris, blurred_vision)	0
exhibits(Doc, S2)	exhibits(patient_frank, sadness)	0
exhibits(D, S3)	exhibits(patient_carol, fatigue)	0
has_symptom(D2, S2)	has_symptom(stroke, insomnia)	0
risk_increases(RF3, D3)	risk_increases(poor_diet, depression)	0
exhibits(Doc, S1)	exhibits(patient_noah, cough)	0
treats(levothyroxine, migraine)	treats(levothyroxine, migraine)	0
has_symptom(D3, S3)	has_symptom(asthma, headache)	0
causes(D12, D22)	causes(copd, migraine)	0
exhibits(D1, S2)	exhibits(patient_grace, weight_gain)	0
requires_specialist(arthritis, oncology)	requires_specialist(arthritis, oncology)	0
exhibits(SE, S3)	exhibits(patient_iris, abdominal_pain)	0
exhibits(Drug, S3)	exhibits(patient_iris, nausea)	0
exhibits(SE, S3)	exhibits(patient_alice, shortness_of_breath)	0
exhibits(Spec, S3)	exhibits(patient_dave, weight_loss)	0
exhibits(Doc, S2)	exhibits(patient_alice, weight_loss)	0
exhibits(D, S3)	exhibits(patient_liam, dizziness)	0
exhibits(D, S2)	exhibits(patient_kate, sadness)	0
exhibits(SE, S1)	exhibits(patient_kate, sadness)	0
has_symptom(influenza, S2)	has_symptom(influenza, shortness_of_breath)	0
has_symptom(osteoporosis, S4)	has_symptom(osteoporosis, loss_of_appetite)	0
exhibits(D, S3)	exhibits(patient_iris, dizziness)	0
exhibits(Drug, S0)	exhibits(patient_carol, insomnia)	0
exhibits(Doc, S1)	exhibits(patient_henry, back_pain)	0
exhibits(Doc, S1)	exhibits(patient_kate, headache)	0
has_symptom(liver_disease, S3)	has_symptom(liver_disease, pale_skin)	0
exhibits(D, S2)	exhibits(patient_kate, chest_pain)	0
exhibits(SE, S1)	exhibits(patient_olivia, pale_skin)	0
exhibits(D, S1)	exhibits(patient_noah, weight_loss)	0
risk_increases(RF4, D4)	risk_increases(alcohol_abuse, kidney_disease)	0
exhibits(S, S3)	exhibits(patient_olivia, blurred_vision)	0
has_symptom(D2, S2)	has_symptom(asthma, sadness)	0
causes(kidney_disease, anxiety)	causes(kidney_disease, anxiety)	0
has_symptom(cancer, S3)	has_symptom(cancer, dizziness)	0
exhibits(Doc, S2)	exhibits(patient_iris, joint_pain)	0
exhibits(D, S2)	exhibits(patient_henry, nausea)	0
exhibits(Doc, S1)	exhibits(patient_iris, confusion)	0
has_symptom(osteoporosis, S3)	has_symptom(osteoporosis, abdominal_pain)	0
exhibits(patient_liam, S2)	exhibits(patient_liam, sadness)	0
causes(D12, kidney_disease)	causes(heart_disease, kidney_disease)	0
exhibits(D, S1)	exhibits(patient_mia, joint_pain)	0
has_symptom(D3, S3)	has_symptom(osteoporosis, excessive_thirst)	0
has_symptom(D4, S4)	has_symptom(anxiety, excessive_thirst)	0
exhibits(D, S1)	exhibits(patient_kate, loss_of_appetite)	0
side_effect(warfarin, stroke)	side_effect(warfarin, stroke)	0
possible_complication(patient_alice, depression)	possible_complication(P, D2) :- may_have_disease(P, D1), causes(D1, D2)	0
exhibits(D, S1)	exhibits(patient_liam, joint_pain)	0
has_symptom(hypertension, S2)	has_symptom(hypertension, memory_loss)	0
exhibits(D1, S2)	exhibits(patient_henry, confusion)	0
requires_specialist(D2, psychiatry)	requires_specialist(heart_disease, psychiatry)	0
has_symptom(D1, S1)	has_symptom(patient_mia, abdominal_pain)	0
treats(D0, D0)	treats(influenza, influenza)	0
exhibits(D, S1)	exhibits(patient_bob, frequent_urination)	0
has_symptom(D4, S4)	has_symptom(heart_disease, sadness)	0
has_symptom(heart_disease, S3)	has_symptom(heart_disease, dizziness)	0
exhibits(SE, S3)	exhibits(patient_carol, blurred_vision)	0
exhibits(SE, S4)	exhibits(patient_iris, chest_pain)	0
exhibits(SE, S1)	exhibits(patient_jack, loss_of_appetite)	0
treats(oseltamivir, heart_disease)	treats(oseltamivir, heart_disease)	0
exhibits(SE, S1)	exhibits(patient_carol, pale_skin)	0
exhibits(D, S1)	exhibits(patient_olivia, frequent_urination)	0
exhibits(Drug, S3)	exhibits(patient_alice, dizziness)	0
treats(levothyroxine, D2)	treats(levothyroxine, heart_disease)	0
exhibits(Doc, S2)	exhibits(patient_dave, joint_pain)	0
exhibits(D1, S2)	exhibits(patient_bob, back_pain)	0
exhibits(Doc, S2)	exhibits(patient_mia, fever)	0
exhibits(Doc, S1)	exhibits(patient_iris, loss_of_appetite)	0
treats(amoxicillin, D2)	treats(amoxicillin, anemia)	0
exhibits(D, S3)	exhibits(patient_frank, weight_gain)	0
exhibits(D, S2)	exhibits(patient_frank, weight_loss)	0
exhibits(SE, S1)	exhibits(patient_alice, insomnia)	0
has_symptom(D2, S2)	has_symptom(migraine, pale_skin)	0
treats(fluticasone, D2)	treats(fluticasone, depression)	0
exhibits(D, S2)	exhibits(patient_bob, nausea)	0
exhibits(SE, S2)	exhibits(patient_olivia, dizziness)	0
exhibits(SE, S2)	exhibits(patient_alice, memory_loss)	0
exhibits(SE, S1)	exhibits(patient_bob, nausea)	0
has_symptom(D3, S3)	has_symptom(anxiety, chest_pain)	0
may_have_disease(D2, kidney_disease)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	0
exhibits(D, S3)	exhibits(patient_mia, chest_pain)	0
exhibits(Drug, S3)	exhibits(patient_kate, blurred_vision)	0
exhibits(D, S1)	exhibits(patient_kate, weight_gain)	0
treats(omeprazole, D2)	treats(omeprazole, pneumonia)	0
exhibits(D, S3)	exhibits(patient_mia, loss_of_appetite)	0
has_symptom(D2, S2)	has_symptom(kidney_disease, confusion)	0
causes(D12, D22)	causes(diabetes, copd)	0
has_symptom(D4, S4)	has_symptom(asthma, fatigue)	0
exhibits(Spec, S3)	exhibits(patient_grace, memory_loss)	0
exhibits(P3, S3)	exhibits(D, blurred_vision)	0
has_symptom(D2, S2)	has_symptom(diabetes, muscle_weakness)	0
has_symptom(copd, S2)	has_symptom(copd, insomnia)	0
has_symptom(anemia, S4)	has_symptom(anemia, muscle_weakness)	0
has_symptom(D4, S4)	has_symptom(asthma, frequent_urination)	0
exhibits(D, S2)	exhibits(patient_dave, confusion)	0
exhibits(D, S2)	exhibits(patient_carol, confusion)	0
exhibits(SE, S2)	exhibits(patient_liam, muscle_weakness)	0
exhibits(SE, S2)	exhibits(patient_grace, fever)	0
causes(asthma, asthma)	causes(asthma, asthma)	0
has_symptom(D3, S3)	has_symptom(kidney_disease, dizziness)	0
complication_risk(SE, osteoporosis)	complication_risk(P, D2) :- diagnosed_with(P, D1), causes(D1, D2)	0
exhibits(D, S2)	exhibits(patient_bob, loss_of_appetite)	0
risk_increases(RF4, D4)	risk_increases(diabetes_history, anemia)	0
exhibits(SE, S1)	exhibits(patient_bob, loss_of_appetite)	0
exhibits(Drug, S3)	exhibits(patient_eve, nausea)	0
exhibits(D, S3)	exhibits(patient_iris, weight_loss)	0
exhibits(Drug, S4)	exhibits(patient_eve, joint_pain)	0
exhibits(D, S3)	exhibits(patient_kate, excessive_thirst)	0
exhibits(Spec, S4)	exhibits(patient_grace, nausea)	0
exhibits(D, S2)	exhibits(patient_henry, pale_skin)	0
exhibits(Spec, S3)	exhibits(patient_grace, shortness_of_breath)	0
has_symptom(heart_disease, S2)	has_symptom(heart_disease, headache)	0
exhibits(patient_grace, S3)	exhibits(patient_grace, abdominal_pain)	0
exhibits(SE, S4)	exhibits(patient_eve, swollen_joints)	0
treats(warfarin, pneumonia)	treats(warfarin, pneumonia)	0
risk_increases(RF4, D4)	risk_increases(diabetes_history, kidney_disease)	0
exhibits(D, S2)	exhibits(patient_jack, sadness)	0
exhibits(D1, S2)	exhibits(patient_grace, confusion)	0
requires_specialist(D2, neurology)	requires_specialist(hypertension, neurology)	0
has_symptom(asthma, S3)	has_symptom(asthma, muscle_weakness)	0
requires_specialist(D2, cardiology)	requires_specialist(anxiety, cardiology)	0
exhibits(Drug, S3)	exhibits(patient_liam, weight_gain)	0
exhibits(Spec, S3)	exhibits(patient_eve, dizziness)	0
side_effect(Drug0, depression)	side_effect(sertraline, depression)	0
exhibits(Drug, S3)	exhibits(patient_grace, muscle_weakness)	0
has_symptom(D4, S4)	has_symptom(heart_disease, frequent_urination)	0
exhibits(Drug, S3)	exhibits(patient_liam, frequent_urination)	0
exhibits(D, S1)	exhibits(patient_mia, chest_pain)	0
exhibits(Spec, S4)	exhibits(patient_liam, sadness)	0
has_symptom(anxiety, S4)	has_symptom(anxiety, shortness_of_breath)	0
exhibits(Spec, S4)	exhibits(patient_olivia, sadness)	0
treats(warfarin, diabetes)	treats(warfarin, diabetes)	0
has_symptom(D2, S2)	has_symptom(anxiety, muscle_weakness)	0
exhibits(SE, S2)	exhibits(patient_jack, fever)	0
has_symptom(influenza, S3)	has_symptom(influenza, nausea)	0
exhibits(D, S3)	exhibits(patient_carol, fever)	0
exhibits(D, S1)	exhibits(patient_alice, swollen_joints)	0
exhibits(D1, S2)	exhibits(patient_grace, cough)	0
exhibits(Drug, S0)	exhibits(patient_olivia, nausea)	0
exhibits(Drug, S0)	exhibits(patient_eve, sadness)	0
exhibits(SE, S2)	exhibits(patient_alice, confusion)	0
exhibits(patient_grace, S4)	exhibits(patient_grace, cough)	0
exhibits(Spec, S3)	exhibits(patient_grace, blurred_vision)	0
exhibits(Spec, S3)	exhibits(patient_eve, abdominal_pain)	0
has_symptom(D4, S4)	has_symptom(diabetes, chest_pain)	0
complication_risk(SE, anemia)	complication_risk(P, D2) :- diagnosed_with(P, D1), causes(D1, D2)	0
treats(levothyroxine, D2)	treats(levothyroxine, arthritis)	0
causes(D12, D22)	causes(liver_disease, stroke)	0
causes(D12, D22)	causes(alzheimers, alzheimers)	0
requires_specialist(D2, pulmonology)	requires_specialist(influenza, pulmonology)	0
requires_specialist(D2, neurology)	requires_specialist(liver_disease, neurology)	0
exhibits(D, S2)	exhibits(patient_carol, nausea)	0
exhibits(D, S3)	exhibits(patient_liam, weight_loss)	0
requires_specialist(D2, nephrology)	requires_specialist(anxiety, nephrology)	0
has_symptom(D3, S3)	has_symptom(covid19, headache)	0
has_symptom(covid19, S2)	has_symptom(covid19, insomnia)	0
exhibits(SE, S1)	exhibits(patient_noah, chest_pain)	0
exhibits(D, S2)	exhibits(patient_eve, joint_pain)	0
exhibits(RF, S2)	exhibits(patient_jack, muscle_weakness)	0
has_symptom(D3, S3)	has_symptom(arthritis, frequent_urination)	0
exhibits(D1, S2)	exhibits(patient_mia, sadness)	0
exhibits(P2, S2)	exhibits(D, sweating)	0
exhibits(D, S2)	exhibits(patient_henry, frequent_urination)	0
complication_risk(SE, pneumonia)	complication_risk(P, D2) :- diagnosed_with(P, D1), causes(D1, D2)	0
exhibits(SE, S4)	exhibits(patient_alice, chest_pain)	0
exhibits(P2, S2)	exhibits(anxiety, insomnia)	0
exhibits(D, S2)	exhibits(patient_noah, blurred_vision)	0
requires_specialist(D2, gastroenterology)	requires_specialist(pneumonia, gastroenterology)	0
has_symptom(hypertension, S4)	has_symptom(hypertension, muscle_weakness)	0
exhibits(D, S2)	exhibits(patient_iris, shortness_of_breath)	0
causes(D12, D22)	causes(pneumonia, heart_disease)	0
has_symptom(alzheimers, S2)	has_symptom(alzheimers, fatigue)	0
exhibits(SE, S1)	exhibits(patient_henry, blurred_vision)	0
causes(stroke, stroke)	causes(stroke, stroke)	0
exhibits(D, S1)	exhibits(patient_carol, headache)	0
affects(D0, Organ0)	affects(copd, kidneys)	0
exhibits(SE, S1)	exhibits(patient_henry, dizziness)	0
exhibits(Doc, S1)	exhibits(patient_kate, confusion)	0
exhibits(patient_liam, S1)	exhibits(patient_liam, sweating)	0
exhibits(D, S2)	exhibits(patient_jack, cough)	0
exhibits(SE, S1)	exhibits(patient_frank, insomnia)	0
risk_increases(RF3, D3)	risk_increases(poor_diet, osteoporosis)	0
exhibits(Doc, S2)	exhibits(patient_henry, fever)	0
causes(D12, cancer)	causes(diabetes, cancer)	0
exhibits(SE, S4)	exhibits(patient_iris, frequent_urination)	0
requires_specialist(D2, infectious_disease)	requires_specialist(hypothyroidism, infectious_disease)	0
exhibits(D1, S2)	exhibits(patient_mia, dizziness)	0
exhibits(RF, S2)	exhibits(patient_olivia, cough)	0
exhibits(Drug, S3)	exhibits(patient_dave, sweating)	0
has_symptom(influenza, S2)	has_symptom(influenza, headache)	0
exhibits(SE, S3)	exhibits(patient_frank, joint_pain)	0
exhibits(D, S4)	exhibits(patient_jack, excessive_thirst)	0
exhibits(patient_mia, S3)	exhibits(patient_mia, confusion)	0
exhibits(D, S2)	exhibits(patient_bob, fever)	0
exhibits(D, S3)	exhibits(patient_henry, headache)	0
exhibits(SE, S3)	exhibits(patient_olivia, fatigue)	0
exhibits(D, S2)	exhibits(patient_mia, confusion)	0
has_symptom(D3, S3)	has_symptom(hypertension, joint_pain)	0
exhibits(Spec, S3)	exhibits(patient_iris, sadness)	0
exhibits(RF, S2)	exhibits(patient_bob, excessive_thirst)	0
exhibits(D, S1)	exhibits(patient_carol, loss_of_appetite)	0
exhibits(SE, S3)	exhibits(patient_alice, joint_pain)	0
causes(D12, diabetes)	causes(heart_disease, diabetes)	0
exhibits(SE, S1)	exhibits(patient_jack, fatigue)	0
has_symptom(D4, S4)	has_symptom(heart_disease, swollen_joints)	0
exhibits(Doc, S1)	exhibits(patient_frank, weight_loss)	0
exhibits(SE, S4)	exhibits(patient_mia, frequent_urination)	0
causes(pneumonia, diabetes)	causes(pneumonia, diabetes)	0
exhibits(D1, S2)	exhibits(patient_bob, headache)	0
exhibits(Spec, S3)	exhibits(patient_noah, chest_pain)	0
risk_increases(RF2, D2)	risk_increases(aging, depression)	0
has_symptom(stroke, S4)	has_symptom(stroke, chest_pain)	0
exhibits(D, S1)	exhibits(patient_jack, back_pain)	0
exhibits(Spec, S3)	exhibits(patient_henry, confusion)	0
exhibits(D, S1)	exhibits(patient_liam, weight_loss)	0
exhibits(S, S3)	exhibits(patient_carol, cough)	0
exhibits(RF, S2)	exhibits(patient_carol, fatigue)	0
exhibits(Drug, S3)	exhibits(patient_jack, joint_pain)	0
exhibits(D, S1)	exhibits(patient_henry, memory_loss)	0
exhibits(D, S2)	exhibits(patient_mia, weight_gain)	0
exhibits(P2, S2)	exhibits(patient_dave, swollen_joints)	0
has_symptom(D3, S3)	has_symptom(hypertension, abdominal_pain)	0
exhibits(SE, S1)	exhibits(patient_mia, shortness_of_breath)	0
has_symptom(D3, S3)	has_symptom(osteoporosis, confusion)	0
exhibits(SE, S4)	exhibits(patient_grace, frequent_urination)	0
exhibits(D, S0)	exhibits(patient_liam, dizziness)	0
has_symptom(D4, S4)	has_symptom(asthma, fever)	0
exhibits(D, S0)	exhibits(patient_iris, dizziness)	0
exhibits(D, S4)	exhibits(patient_frank, sadness)	0
exhibits(Drug, S3)	exhibits(patient_frank, back_pain)	0
has_symptom(D4, S4)	has_symptom(arthritis, back_pain)	0
exhibits(patient_grace, S3)	exhibits(patient_grace, back_pain)	0
exhibits(Spec, S3)	exhibits(patient_bob, back_pain)	0
exhibits(D, S1)	exhibits(patient_kate, chest_pain)	0
causes(kidney_disease, copd)	causes(kidney_disease, copd)	0
exhibits(Doc, S1)	exhibits(patient_iris, abdominal_pain)	0
exhibits(SE, S1)	exhibits(patient_alice, dizziness)	0
exhibits(SE, S2)	exhibits(patient_dave, headache)	0
exhibits(RF, S2)	exhibits(patient_iris, dizziness)	0
exhibits(D, S4)	exhibits(patient_jack, loss_of_appetite)	0
risk_increases(RF2, D2)	risk_increases(smoking, diabetes)	0
treats(warfarin, anxiety)	treats(warfarin, anxiety)	0
exhibits(Doc, S2)	exhibits(patient_grace, weight_loss)	0
requires_specialist(D2, gastroenterology)	requires_specialist(cancer, gastroenterology)	0
exhibits(Doc, S2)	exhibits(patient_grace, excessive_thirst)	0
exhibits(Drug, S3)	exhibits(patient_henry, sadness)	0
exhibits(D, S2)	exhibits(patient_henry, memory_loss)	0
causes(D12, D22)	causes(hypertension, alzheimers)	0
treats(amoxicillin, heart_disease)	treats(amoxicillin, heart_disease)	0
at_risk_for(RF, migraine)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	0
has_symptom(covid19, S3)	has_symptom(covid19, nausea)	0
exhibits(S, S3)	exhibits(patient_alice, shortness_of_breath)	0
has_symptom(heart_disease, S4)	has_symptom(heart_disease, fever)	0
exhibits(SE, S3)	exhibits(patient_bob, fatigue)	0
exhibits(Doc, S2)	exhibits(patient_eve, weight_gain)	0
treats(D0, D0)	treats(osteoporosis, osteoporosis)	0
risk_increases(RF3, D3)	risk_increases(sedentary_lifestyle, alzheimers)	0
exhibits(patient_grace, S3)	exhibits(patient_grace, weight_gain)	0
exhibits(SE, S3)	exhibits(patient_iris, confusion)	0
exhibits(SE, S2)	exhibits(patient_bob, confusion)	0
has_symptom(D4, S4)	has_symptom(osteoporosis, insomnia)	0
has_symptom(anemia, S2)	has_symptom(anemia, nausea)	0
exhibits(D, S4)	exhibits(patient_iris, joint_pain)	0
exhibits(Doc, S2)	exhibits(patient_carol, back_pain)	0
exhibits(D, S3)	exhibits(patient_eve, pale_skin)	0
has_symptom(hypothyroidism, S3)	has_symptom(hypothyroidism, loss_of_appetite)	0
exhibits(D, S2)	exhibits(patient_frank, joint_pain)	0
requires_specialist(D2, neurology)	requires_specialist(anemia, neurology)	0
exhibits(D1, S2)	exhibits(patient_alice, chest_pain)	0
exhibits(Spec, S3)	exhibits(patient_noah, nausea)	0
has_symptom(D3, S3)	has_symptom(depression, weight_gain)	0
has_symptom(D4, S4)	has_symptom(heart_disease, abdominal_pain)	0
has_symptom(anxiety, S3)	has_symptom(anxiety, fever)	0
has_symptom(D1, S1)	has_symptom(patient_bob, cough)	0
causes(D11, D21)	causes(anxiety, D0)	0
exhibits(D, S3)	exhibits(patient_kate, back_pain)	0
exhibits(S, S3)	exhibits(patient_dave, fatigue)	0
has_symptom(anxiety, S4)	has_symptom(anxiety, pale_skin)	0
causes(D12, influenza)	causes(hypertension, influenza)	0
exhibits(D1, S2)	exhibits(patient_frank, pale_skin)	0
exhibits(S, S3)	exhibits(patient_carol, blurred_vision)	0
risk_increases(RF4, D4)	risk_increases(aging, covid19)	0
exhibits(D, S1)	exhibits(patient_noah, cough)	0
exhibits(Doc, S1)	exhibits(patient_noah, sadness)	0
has_symptom(D4, S4)	has_symptom(influenza, pale_skin)	0
exhibits(Drug, S3)	exhibits(patient_jack, muscle_weakness)	0
risk_increases(RF2, D2)	risk_increases(obesity, anxiety)	0
risk_increases(RF4, D4)	risk_increases(stress, cancer)	0
exhibits(D, S4)	exhibits(patient_mia, fever)	0
exhibits(S, S3)	exhibits(patient_noah, joint_pain)	0
exhibits(D, S1)	exhibits(patient_liam, shortness_of_breath)	0
exhibits(RF, S2)	exhibits(patient_mia, blurred_vision)	0
exhibits(SE, S4)	exhibits(patient_olivia, blurred_vision)	0
exhibits(Spec, S3)	exhibits(patient_grace, confusion)	0
has_specialty(dr_jones, rheumatology)	has_specialty(dr_jones, rheumatology)	0
exhibits(SE, S3)	exhibits(patient_henry, chest_pain)	0
exhibits(Doc, S2)	exhibits(patient_iris, dizziness)	0
treats(amoxicillin, D2)	treats(amoxicillin, migraine)	0
exhibits(SE, S3)	exhibits(patient_grace, sweating)	0
has_symptom(D4, S4)	has_symptom(heart_disease, headache)	0
has_symptom(D4, S4)	has_symptom(migraine, confusion)	0
has_symptom(D4, S4)	has_symptom(hypertension, confusion)	0
exhibits(Spec, S3)	exhibits(patient_grace, insomnia)	0
has_symptom(D2, S2)	has_symptom(heart_disease, frequent_urination)	0
exhibits(D1, S2)	exhibits(patient_henry, sweating)	0
exhibits(SE, S1)	exhibits(patient_liam, weight_gain)	0
requires_specialist(D2, psychiatry)	requires_specialist(alzheimers, psychiatry)	0
has_symptom(alzheimers, S2)	has_symptom(alzheimers, headache)	0
has_symptom(D2, S2)	has_symptom(cancer, loss_of_appetite)	0
exhibits(SE, S1)	exhibits(patient_grace, muscle_weakness)	0
exhibits(SE, S4)	exhibits(patient_olivia, nausea)	0
exhibits(RF, S2)	exhibits(patient_kate, excessive_thirst)	0
exhibits(SE, S3)	exhibits(patient_jack, pale_skin)	0
has_symptom(D2, S2)	has_symptom(copd, confusion)	0
has_symptom(pneumonia, S3)	has_symptom(pneumonia, memory_loss)	0
exhibits(D, S4)	exhibits(patient_noah, sadness)	0
has_symptom(heart_disease, S4)	has_symptom(heart_disease, frequent_urination)	0
exhibits(SE, S3)	exhibits(patient_mia, headache)	0
exhibits(SE, S4)	exhibits(patient_dave, excessive_thirst)	0
has_symptom(D2, S2)	has_symptom(anxiety, sadness)	0
exhibits(D, S4)	exhibits(patient_eve, blurred_vision)	0
has_symptom(D4, S4)	has_symptom(influenza, excessive_thirst)	0
exhibits(P2, S2)	exhibits(heart_disease, fatigue)	0
exhibits(S, S3)	exhibits(patient_henry, weight_loss)	0
has_symptom(asthma, S3)	has_symptom(asthma, headache)	0
risk_increases(RF2, D2)	risk_increases(smoking, patient_bob)	0
exhibits(SE, S1)	exhibits(patient_eve, loss_of_appetite)	0
exhibits(D, S4)	exhibits(patient_alice, blurred_vision)	0
causes(arthritis, diabetes)	causes(arthritis, diabetes)	0
exhibits(SE, S3)	exhibits(patient_eve, chest_pain)	0
exhibits(Doc, S2)	exhibits(patient_dave, sweating)	0
causes(D12, alzheimers)	causes(hypertension, alzheimers)	0
exhibits(D, S3)	exhibits(patient_frank, back_pain)	0
exhibits(SE, S4)	exhibits(patient_mia, excessive_thirst)	0
exhibits(Doc, S2)	exhibits(patient_bob, pale_skin)	0
has_specialty(dr_jones, oncology)	has_specialty(dr_jones, oncology)	0
exhibits(D, S3)	exhibits(patient_henry, joint_pain)	0
treats(levothyroxine, pneumonia)	treats(levothyroxine, pneumonia)	0
exhibits(Doc, S2)	exhibits(patient_dave, frequent_urination)	0
has_symptom(D2, S2)	has_symptom(influenza, memory_loss)	0
exhibits(SE, S3)	exhibits(patient_frank, insomnia)	0
has_symptom(cancer, S2)	has_symptom(cancer, muscle_weakness)	0
has_symptom(D4, S4)	has_symptom(anxiety, joint_pain)	0
exhibits(Drug, S3)	exhibits(patient_liam, sadness)	0
exhibits(Drug, S3)	exhibits(patient_carol, fatigue)	0
exhibits(Spec, S3)	exhibits(patient_olivia, dizziness)	0
exhibits(D1, S2)	exhibits(patient_dave, back_pain)	0
exhibits(Spec, S3)	exhibits(patient_alice, sadness)	0
causes(heart_disease, hypothyroidism)	causes(heart_disease, hypothyroidism)	0
exhibits(Spec, S3)	exhibits(patient_noah, fatigue)	0
has_symptom(alzheimers, S3)	has_symptom(alzheimers, headache)	0
exhibits(SE, S1)	exhibits(patient_liam, loss_of_appetite)	0
exhibits(patient_grace, S3)	exhibits(patient_grace, confusion)	0
has_symptom(asthma, S2)	has_symptom(asthma, swollen_joints)	0
exhibits(SE, S4)	exhibits(patient_grace, dizziness)	0
